sample_id,study_accession,body_site,modality,source,pipeline
MGYS00005138:SRR7448559,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448569,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448579,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448589,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448599,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448609,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448619,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448629,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448639,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448649,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448659,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448669,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448679,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448689,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448699,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448709,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448719,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448729,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448739,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448749,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448759,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448769,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448779,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448789,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448799,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448809,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448819,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448829,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448839,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448849,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448859,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448869,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448879,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448889,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448899,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448909,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448919,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448929,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448939,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448949,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448959,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448969,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448979,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448989,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7448999,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449009,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449019,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449029,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449039,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449049,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449059,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449069,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449079,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449089,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449099,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449109,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449119,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449129,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449139,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449149,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449159,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449169,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449179,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449189,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449199,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449209,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449219,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449229,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449239,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449249,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449259,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449269,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449279,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449289,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449299,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449309,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449319,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449329,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449339,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449349,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449359,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449369,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449379,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449389,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449399,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449409,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449419,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449429,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449439,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449449,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449459,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449469,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449479,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449489,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449499,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7449509,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453200,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453210,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453220,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453230,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453240,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453250,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453260,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453270,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453280,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453290,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453300,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453310,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453320,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453330,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453340,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453350,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453360,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453370,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453380,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453390,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453400,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453410,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453420,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453430,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453440,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453450,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453460,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453470,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453480,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453490,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453500,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453510,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453520,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453530,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453540,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453550,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453560,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453570,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453580,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453590,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453600,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453610,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453620,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453630,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453640,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453650,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453660,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453670,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453680,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453690,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453700,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453710,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453720,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453730,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453740,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453750,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453760,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453770,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453780,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453790,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453800,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453810,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453820,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453830,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453840,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453850,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453860,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453870,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453880,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453890,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453900,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453910,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453920,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453930,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453940,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453950,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453960,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453970,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453980,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453990,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454000,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454010,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454020,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454030,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454040,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454050,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454060,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454070,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454080,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454090,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454100,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454110,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454120,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454130,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454140,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454150,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454160,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454170,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454180,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454190,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453201,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453211,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453221,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453231,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453241,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453251,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453261,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453271,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453281,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453291,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453301,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453311,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453321,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453331,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453341,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453351,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453361,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453371,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453381,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453391,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453401,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453411,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453421,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453431,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453441,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453451,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453461,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453471,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453481,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453491,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453501,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453511,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453521,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453531,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453541,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453551,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453561,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453571,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453581,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453591,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453601,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453611,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453621,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453631,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453641,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453651,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453661,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453671,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453681,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453691,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453701,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453711,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453721,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453731,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453741,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453751,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453761,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453771,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453781,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453791,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453801,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453811,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453821,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453831,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453841,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453851,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453861,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453871,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453881,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453891,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453901,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453911,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453921,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453931,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453941,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453951,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453961,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453971,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453981,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453991,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454001,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454011,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454021,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454031,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454041,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454051,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454061,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454071,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454081,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454091,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454101,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454111,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454121,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454131,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454141,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454151,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454161,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454171,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454181,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7454191,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453192,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453202,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453212,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453222,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453232,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453242,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
MGYS00005138:SRR7453252,MGYS00005138,respiratory,16S,MGnify_full,MGnify SSU
