sample_id,source,study,modality,body_site,region,pipeline,host_age,host_sex,subject_id
MGYS00005143:SRR6418193,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418203,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418213,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418223,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418233,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418243,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418253,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418263,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418273,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418283,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418293,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418303,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418313,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418323,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418333,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418343,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418353,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418363,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418373,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418383,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418393,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418403,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418413,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418423,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418433,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418443,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418453,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418463,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418473,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418483,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418493,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418503,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418513,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418523,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418533,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418543,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418553,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418563,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418573,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418583,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418593,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418603,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418613,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418623,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418633,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418643,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418653,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418663,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418673,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418683,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418693,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418703,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418713,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418723,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418733,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418743,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418753,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418763,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418773,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418783,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418793,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418803,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418813,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418823,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418833,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418843,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418853,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418863,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418873,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6418883,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411504,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411514,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411524,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411534,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411544,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411554,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411564,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411574,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411584,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411594,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411604,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411614,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411624,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411634,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411644,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411654,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411664,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411674,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411684,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411694,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411704,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411714,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411724,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411734,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411744,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411754,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411764,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411774,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411784,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411794,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411804,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411814,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411824,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411834,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411844,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411854,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411864,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411874,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411884,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411894,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411904,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411914,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411924,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411934,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411944,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411954,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411964,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411974,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411984,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6411994,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412004,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412014,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412024,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412034,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412044,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412054,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412064,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412074,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412084,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412094,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412104,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412114,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412124,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412134,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412144,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412154,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412164,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412174,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412184,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412194,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6412204,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413824,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413834,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413844,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413854,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413864,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413874,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413884,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413894,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413904,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413914,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413924,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413934,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413944,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413954,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413964,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413974,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413984,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6413994,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414004,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414014,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414024,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414034,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414044,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414054,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414064,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414074,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414084,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414094,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414104,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414114,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414124,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414134,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414144,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414154,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414164,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414174,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414184,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414194,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414204,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414214,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414224,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414234,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414244,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414254,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414264,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414274,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414284,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414294,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414304,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414314,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414324,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414334,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414344,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414354,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414364,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414374,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414384,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414394,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414404,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414414,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414424,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414434,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414444,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414454,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414464,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414474,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414484,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414494,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414504,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414514,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414524,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414534,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6414544,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415134,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415144,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415154,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415164,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415174,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415184,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415194,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415204,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415214,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415224,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415234,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415244,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415254,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415264,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415274,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415284,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415294,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415304,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415314,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415324,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415334,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415344,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415354,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415364,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415374,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415384,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415394,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415404,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415414,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415424,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415434,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415444,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415454,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415464,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415474,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415484,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415494,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415504,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415514,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415524,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415544,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415554,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415564,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415574,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415584,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415594,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415604,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415614,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415624,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415634,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415644,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415654,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415664,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415674,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415684,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415694,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415704,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6415714,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416024,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416034,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416044,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416054,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416064,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416074,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416084,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416094,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416104,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416114,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416124,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416134,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416144,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416154,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416164,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416174,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416184,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
MGYS00005143:SRR6416194,MGnify_full,MGYS00005143,16S,oral,,MGnify SSU,,,
